idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language
syn_50fdb0d2eccad56e,paper trail tango,paper trail tango,,Complex back-and-forth of document signing or approvals,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_89d32698f8c5e4c1,bring the heat,bring the heat,,Apply pressure or intensify effort on a task or negotiation,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_25b5abe8fe1bef9a,dodge the bullet,dodge the bullet,,Avoid a major problem or crisis at work,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_dde52c6b41872955,cut through noise,cut through noise,,To succeed in standing out despite distractions or overload,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7acaad5010ebd02a,put out fires,put out fires,,Address urgent problems that arise unexpectedly,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_7d43fc71b85e3f15,climb the ladder,climb the ladder,,Advance in career or social status within an organization,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_2e9bb2e7f1bd3ec6,water cooler talk,water cooler talk,,Informal conversations among colleagues at work,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_a89b1de8977b4cb8,think outside box,think outside box,,Be creative and innovative beyond normal ideas,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6fc3ec874652d218,full plate,full plate,,Having many tasks or responsibilities to handle,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_69400f4d3e1faff2,hands on deck,hands on deck,,Calling for everyone available to help,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_54c2c1ebb7055364,red tape dance,red tape dance,,Navigating complex bureaucracy,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_35ef521e6814b3ee,hit the reset,hit the reset,,Start over or make a fresh beginning,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_0bba7b3fe8ba894d,level the playing field,level the playing field,,Make conditions fair for all participants,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
