idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language
syn_7d656669e70f0b4d,castle in the cubicle,castle in the cubicle,,An overambitious or unrealistic workplace plan or project.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_22364ad9e89a541b,coffee run diplomacy,coffee run diplomacy,,Using informal coffee breaks to negotiate or influence decisions.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_17a2202a65222241,email ping-pong,email ping-pong,,A prolonged back-and-forth of emails delaying a decision or action.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_098be448d66536ca,desk jockey shuffle,desk jockey shuffle,,Constantly changing one's desk location or role without real progress.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_51d6d9b8f3f7e5dc,paper tiger project,paper tiger project,,A project that looks impressive on paper but lacks real power or impact.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_57e537db142c61b3,meeting mirage,meeting mirage,,An apparently important meeting that turns out to be pointless or ineffective.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_12fed953045320f0,water cooler whispers,water cooler whispers,,Informal rumors or gossip shared among employees.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_b54107ab788d50cf,budget black hole,budget black hole,,A part of a budget where money disappears with no clear return or accountability.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_6cf28be3034172c7,corporate camouflage,corporate camouflage,,Efforts to hide true motives or problems within a company.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
syn_50351f6179ff66a4,career conveyor belt,career conveyor belt,,A work environment where employees are rapidly cycled through roles or positions.,llm_generated_inventory,synthetic_generation,phrase,workplace_business,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en
